id,race,sex,age,charge_id,juv_fel_count_norm,juv_misd_count_norm,priors_count_norm,charge_degree (misd/fel),compas_decile_score_norm,two_year_recid,compas_guess,compas_correct,Actual_answer
2396,1,1,57,122,0,0,0,0,0.4,0,0,1,0
2398,1,1,56,336,0,0,0.08,1,0.1,0,0,1,0
2399,3,0,32,426,0,0,0.16,0,0.5,1,1,1,1
2400,2,0,30,372,0,1,0.88,1,0.8,0,1,0,0
2401,2,0,29,127,0,0,0.16,0,0.1,0,0,1,0
2402,2,0,46,129,0,0,1,1,0.7,1,1,1,1
2404,2,0,36,272,1,0,0.4,1,1,0,1,0,0
2405,2,1,24,167,0,0,0,1,0.3,0,0,1,0
2406,2,1,70,28,0,0,0.08,1,0.1,0,0,1,0
2407,3,0,21,280,0,0,0,1,0.6,1,1,1,1
2408,1,1,45,45,0,0,0.08,0,0.1,0,0,1,0
2410,3,1,33,426,0,0,0.16,0,0.4,0,0,1,0
2411,2,1,39,190,0,1,0.48,1,0.5,0,1,0,0
2412,1,0,25,28,0,1,0.48,1,0.4,0,0,1,0
2415,3,0,48,133,0,0,0.08,0,0.1,0,0,1,0
2416,1,1,32,133,0,0,0.08,0,0.2,1,0,0,1
2418,1,0,46,97,0,0,0,1,0.1,0,0,1,0
2420,1,0,28,45,0,0,0,0,0.2,1,0,0,1
2421,1,0,32,133,0,0,0.08,0,0.2,0,0,1,0
2422,2,0,27,190,0,0,0.08,1,0.2,0,0,1,0
2425,1,0,43,174,0,0,0.88,1,0.7,1,1,1,1
2426,1,0,56,28,0,0,0.4,1,0.5,1,1,1,1
2427,2,0,30,306,0,0,0.72,1,1,1,1,1,1
2428,2,0,35,252,0,1,0.96,1,0.9,0,1,0,0
2429,1,0,29,306,0,0,0.08,1,0.3,0,0,1,0
2430,2,0,54,306,0,0,0.64,1,0.1,1,0,0,1
2431,1,1,20,306,0,0,0,1,0.4,0,0,1,0
2432,2,0,29,169,0,0,0,1,0.1,0,0,1,0
2437,6,0,28,28,0,0,0.24,1,0.2,0,0,1,0
2438,4,0,67,45,0,0,0,0,0.1,0,0,1,0
2439,2,1,46,127,0,0,0.08,0,0.5,0,1,0,0
2441,6,0,25,74,0,0,0,1,0.2,0,0,1,0
2442,2,0,24,28,0,1,0.64,1,0.9,1,1,1,1
2443,6,0,29,418,0,0,0.24,1,0.6,0,1,0,0
2444,2,0,45,69,0,0,0.16,0,0.6,0,1,0,0
2445,2,0,31,28,0,0,0.4,1,0.5,1,1,1,1
2446,1,0,23,15,0,0,0,1,0.3,1,0,0,1
2448,2,0,21,190,0,0,0,1,0.8,1,1,1,1
2451,1,0,61,128,0,0,0,0,0.1,0,0,1,0
2453,1,1,51,45,0,0,0.4,0,0.7,1,1,1,1
2454,6,0,32,346,0,0,0.08,1,0.1,0,0,1,0
2456,1,0,43,312,0,0,0.72,1,0.6,0,1,0,0
2457,6,0,32,45,0,0,0,0,0.1,0,0,1,0
2459,2,0,36,172,0,0,0,1,0.5,0,1,0,0
2460,1,0,58,175,0,0,0.24,1,0.4,1,0,0,1
2462,2,0,32,122,0,0,0.08,0,0.2,0,0,1,0
2464,2,0,57,306,0,0,0.96,1,0.9,0,1,0,0
2465,2,0,37,297,0,0,0.16,1,0.7,0,1,0,0
2467,2,0,44,28,0,0,0.48,1,0.6,0,1,0,0
2470,2,0,51,28,0,0,0.64,1,0.2,0,0,1,0
2471,3,0,45,4,0,0,0.32,1,0.6,0,1,0,0
2472,1,0,28,242,0,0,0.72,0,0.8,0,1,0,0
2474,2,0,45,28,0,0,0.64,1,0.7,1,1,1,1
2475,6,0,48,28,0,0,0.08,1,0.1,0,0,1,0
2476,2,0,26,129,0,1,1,1,0.8,1,1,1,1
2477,1,0,34,5,1,0,0.72,1,0.6,1,1,1,1
2478,2,0,25,10,0,0,0,1,0.3,0,0,1,0
2479,2,0,31,45,0,0,0.64,0,0.7,1,1,1,1
2480,2,0,43,28,0,0,0.08,1,0.1,0,0,1,0
2482,2,0,30,45,0,0,0,0,0.1,0,0,1,0
2484,1,0,50,128,0,0,0,0,0.1,0,0,1,0
2485,2,1,31,186,0,0,0.16,1,0.2,0,0,1,0
2486,1,1,33,45,0,0,0.56,0,0.6,0,1,0,0
2487,2,0,32,163,0,0,0.08,1,0.5,1,1,1,1
2488,1,1,46,45,0,0,0,0,0.1,1,0,0,1
2489,3,0,22,90,0,0,0,1,0.6,0,1,0,0
2490,2,0,37,172,0,0,0.64,1,0.5,1,1,1,1
2493,1,1,32,28,0,0,0.48,1,0.6,1,1,1,1
2494,2,1,23,190,0,0,0.16,1,0.7,1,1,1,1
2495,1,0,21,246,0,0,0,1,0.5,0,1,0,0
2496,6,0,22,190,0,0,0.08,1,0.9,0,1,0,0
2497,6,0,52,28,0,0,0.16,1,0.1,0,0,1,0
2498,1,0,49,45,0,0,0.16,0,0.2,0,0,1,0
2499,1,0,55,306,0,0,0.24,1,0.7,1,1,1,1
2501,2,0,22,418,0,0,0,1,0.2,0,0,1,0
2502,3,0,45,186,0,0,0,1,0.1,0,0,1,0
2503,2,1,31,172,0,0,0.56,1,0.5,1,1,1,1
2504,1,0,22,242,0,0,0,0,0.2,1,0,0,1
2507,2,0,28,283,0,0,0.4,0,0.6,0,1,0,0
2509,2,0,21,190,0,0,0.08,1,0.5,1,1,1,1
2511,3,0,37,144,0,0,0.16,0,0.3,0,0,1,0
2512,2,0,30,28,0,1,1,1,0.7,1,1,1,1
2513,2,0,22,251,0,0,1,1,1,1,1,1,1
2514,2,0,35,268,0,1,1,1,0.9,1,1,1,1
2515,2,0,28,179,1,1,0.88,1,1,0,1,0,0
2516,2,0,24,129,0,0,0.08,1,0.3,0,0,1,0
2517,2,0,44,28,0,0,0.72,1,0.3,0,0,1,0
2518,3,0,25,28,0,0,0.4,1,0.8,0,1,0,0
2519,2,0,32,129,1,1,1,1,0.7,1,1,1,1
2520,2,0,29,35,0,0,0.4,1,0.3,1,0,0,1
2521,2,1,24,190,0,0,0.08,1,0.5,0,1,0,0
2523,2,0,57,172,0,0,1,1,0.3,0,0,1,0
2524,6,0,21,328,0,0,0,0,0.6,0,1,0,0
2525,1,0,28,86,0,0,0,1,0.2,0,0,1,0
2526,1,0,51,45,0,0,0,0,0.1,0,0,1,0
2527,2,0,34,306,0,0,0.48,1,0.9,1,1,1,1
2529,2,0,26,409,0,0,0,0,0.2,1,0,0,1
2530,2,0,20,302,0,0,0,1,0.6,1,1,1,1
2532,2,0,25,28,0,1,0.48,0,0.7,0,1,0,0
2533,1,0,19,45,0,0,0,0,0.6,1,1,1,1
2534,1,0,49,28,0,0,0.08,1,0.1,1,0,0,1
2536,2,0,57,28,0,0,1,0,1,0,1,0,0
2537,2,1,27,45,0,0,0,0,0.2,0,0,1,0
2538,1,0,66,28,0,0,0.08,0,0.1,0,0,1,0
2539,2,1,25,28,0,0,0.32,0,0.7,1,1,1,1
2540,1,0,21,28,0,0,0,1,0.3,0,0,1,0
2541,1,0,45,306,0,0,0.08,1,0.2,0,0,1,0
2542,2,0,38,14,0,0,0.48,1,0.6,1,1,1,1
2543,2,0,37,66,1,1,1,1,0.8,0,1,0,0
2544,1,0,44,90,0,0,1,1,0.9,1,1,1,1
2546,2,0,64,190,0,0,0,1,0.4,0,0,1,0
2548,2,0,30,112,0,0,0.08,1,0.6,1,1,1,1
2549,2,0,61,28,0,0,0.08,0,0.1,0,0,1,0
2550,1,0,33,129,0,0,0,1,0.3,0,0,1,0
2554,1,1,49,28,0,0,0.64,1,0.2,0,0,1,0
2556,2,0,23,379,0,0,0,1,0.7,0,1,0,0
2557,2,0,33,336,0,0,1,1,0.8,0,1,0,0
2560,1,0,21,347,0,0,0,1,0.9,1,1,1,1
2561,1,1,30,65,0,0,0.16,1,1,1,1,1,1
2562,3,0,26,45,0,0,0.56,0,0.4,0,0,1,0
2564,6,0,35,45,0,0,0.24,0,0.1,1,0,0,1
2566,2,0,27,283,0,0,0.16,0,0.9,0,1,0,0
2567,1,0,38,45,0,0,0.08,0,0.6,0,1,0,0
2568,2,0,48,28,0,0,1,1,0.9,1,1,1,1
2569,1,0,26,45,0,0,0,0,0.2,0,0,1,0
2571,2,0,24,306,0,1,0.32,1,0.8,1,1,1,1
2572,2,1,28,297,0,0,0.16,1,0.5,1,1,1,1
2573,1,1,44,306,0,0,0.32,1,0.6,1,1,1,1
2574,1,0,23,262,0,0,0.16,1,0.7,0,1,0,0
2575,1,1,34,28,0,0,0.08,1,0.6,1,1,1,1
2576,1,0,20,58,0,1,0.08,1,0.5,1,1,1,1
2578,6,0,63,175,0,0,1,1,0.4,1,0,0,1
2579,2,1,36,133,0,0,0,0,0.1,0,0,1,0
2580,1,0,58,28,0,0,0.08,1,0.1,0,0,1,0
2581,2,0,25,28,0,0,0.56,1,0.7,1,1,1,1
2582,1,0,46,28,0,0,0.4,0,0.3,0,0,1,0
2583,1,1,35,170,0,0,0.32,1,0.3,0,0,1,0
2584,2,0,23,65,0,0,0.24,1,0.7,0,1,0,0
2586,1,0,40,42,0,0,0.08,1,0.1,0,0,1,0
2588,3,0,31,377,0,0,0.24,1,0.3,0,0,1,0
2589,3,1,34,218,0,0,0.4,1,0.4,0,0,1,0
2591,2,0,23,426,0,0,0.24,0,0.6,1,1,1,1
2592,1,0,27,149,0,0,0,0,0.3,1,0,0,1
2593,2,1,26,66,0,0,0.24,1,0.5,0,1,0,0
2594,2,0,49,169,0,0,0.08,1,0.1,0,0,1,0
2595,3,1,47,45,0,0,0,0,0.1,0,0,1,0
2599,5,1,45,28,0,0,0.08,0,0.2,0,0,1,0
2602,2,0,47,36,0,0,0.48,1,0.2,0,0,1,0
2604,2,0,34,303,0,0,0.56,1,0.6,1,1,1,1
2605,3,0,45,426,0,0,0.08,0,0.8,0,1,0,0
2606,2,0,27,28,0,0,0.8,1,0.9,0,1,0,0
2607,1,1,52,45,0,0,0,0,0.1,0,0,1,0
2608,2,0,26,239,0,0,0,0,0.3,1,0,0,1
2609,2,0,25,129,0,0,0.72,1,0.7,0,1,0,0
2610,2,0,51,28,0,0,0.08,1,0.2,0,0,1,0
2611,2,1,29,335,0,0,0.08,0,0.2,0,0,1,0
2612,2,0,39,28,0,0,0.08,1,0.3,0,0,1,0
2613,1,0,46,371,0,0,0,1,0.1,0,0,1,0
2614,1,0,28,190,0,0,0.48,1,0.4,0,0,1,0
2615,2,0,57,169,0,0,0,1,0.1,0,0,1,0
2616,3,0,23,350,0,0,0.16,1,0.5,0,1,0,0
2618,2,0,34,175,0,0,1,1,0.9,1,1,1,1
2619,2,0,27,28,0,0,0.24,1,0.3,0,0,1,0
2620,2,0,25,423,0,0,0.56,0,0.9,1,1,1,1
2621,1,0,31,190,0,0,0.08,1,0.7,1,1,1,1
2623,2,0,37,65,0,0,0.64,1,0.2,0,0,1,0
2624,2,0,51,306,0,0,0,1,0.2,1,0,0,1
2625,3,0,51,122,0,0,0.24,0,0.2,0,0,1,0
2630,2,0,28,336,0,1,0.64,1,0.6,0,1,0,0
2632,1,0,56,306,0,0,0.32,1,0.1,0,0,1,0
2633,2,0,45,35,0,0,1,1,0.9,1,1,1,1
2634,1,0,26,61,0,0,0.56,1,0.6,1,1,1,1
2637,1,0,33,169,0,0,0.56,1,0.8,1,1,1,1
2638,1,0,23,45,0,0,0,0,0.4,0,0,1,0
2639,2,0,31,255,0,0,0,0,0.2,0,0,1,0
2641,6,0,31,45,0,0,0,0,0.3,0,0,1,0
2642,3,0,19,28,1,0,0.08,1,0.9,0,1,0,0
2643,1,0,32,17,0,0,0,1,0.1,0,0,1,0
2644,1,0,30,128,0,0,0.08,0,0.3,1,0,0,1
2645,3,1,48,28,0,0,0.72,1,0.6,0,1,0,0
2649,1,0,66,28,0,0,0.08,1,0.1,0,0,1,0
2650,2,1,40,189,0,0,0,1,0.1,0,0,1,0
2651,2,0,59,45,0,0,0.32,0,0.2,0,0,1,0
2652,2,0,25,28,0,0,0.4,1,0.7,0,1,0,0
2654,2,0,27,207,0,0,0.24,0,0.7,0,1,0,0
2655,2,0,22,190,0,0,0,1,0.3,0,0,1,0
2656,1,0,58,165,0,0,0.08,1,0.1,0,0,1,0
2657,2,0,49,45,0,0,0.08,0,0.1,0,0,1,0
2658,1,0,29,190,0,0,0.16,1,0.3,0,0,1,0
2661,1,1,44,170,0,0,0.88,1,0.7,1,1,1,1
2662,2,0,24,65,0,0,0.16,1,0.4,0,0,1,0
2664,2,0,27,15,0,0,0,1,0.8,1,1,1,1
2666,2,1,34,336,0,0,0.4,1,0.5,1,1,1,1
2667,1,0,24,297,0,0,0,1,0.5,0,1,0,0
2668,1,1,35,10,0,1,0.24,1,0.4,0,0,1,0
2669,1,0,65,45,0,0,0.32,0,0.3,0,0,1,0
2671,2,0,29,190,0,1,0.56,1,0.8,1,1,1,1
2672,2,0,30,15,1,0,0.4,1,0.9,1,1,1,1
2673,2,0,23,292,0,1,0.08,1,0.2,0,0,1,0
2676,1,0,32,311,0,0,0.16,1,0.4,1,0,0,1
2677,1,0,22,28,0,0,0.16,1,0.5,0,1,0,0
2678,2,0,21,45,0,0,0,0,0.3,0,0,1,0
2679,1,1,43,45,0,0,0,0,0.2,0,0,1,0
2680,2,0,29,260,0,0,0,1,0.8,0,1,0,0
2681,2,0,43,344,0,0,0.08,1,0.3,0,0,1,0
2682,2,0,25,28,0,0,0.08,1,0.2,0,0,1,0
2683,1,0,47,45,0,0,0,0,0.1,0,0,1,0
2685,2,1,21,190,0,0,0,1,0.5,0,1,0,0
2686,2,1,25,122,0,0,0.08,0,0.6,0,1,0,0
2687,1,0,54,45,0,0,0,0,0.1,0,0,1,0
2688,2,0,34,210,0,0,0.24,1,0.1,1,0,0,1
2689,2,1,28,45,0,0,0.16,0,0.2,0,0,1,0
2690,1,1,53,253,0,0,0.32,1,0.1,1,0,0,1
2691,2,0,54,368,0,0,0,0,0.1,0,0,1,0
2692,3,0,37,28,0,0,0.24,1,0.1,1,0,0,1
2696,2,0,34,172,0,0,0.16,1,0.4,0,0,1,0
2697,3,0,50,145,0,0,0.88,0,0.9,0,1,0,0
2698,1,1,60,49,0,0,0,1,0.1,1,0,0,1
2700,2,0,22,190,0,0,0,1,0.4,0,0,1,0
2703,2,0,51,172,0,0,0.24,1,0.7,0,1,0,0
2704,2,0,29,169,0,0,0,1,0.2,1,0,0,1
2706,2,1,28,418,0,0,0.08,1,0.5,0,1,0,0
2707,1,0,36,190,0,0,0.48,1,0.7,0,1,0,0
2708,2,0,28,28,0,0,0.4,0,0.6,0,1,0,0
2711,1,0,33,186,0,0,0,1,0.1,1,0,0,1
2713,1,0,43,45,0,0,0.32,0,0.2,0,0,1,0
2714,3,0,45,45,0,0,0.08,0,0.6,0,1,0,0
2716,1,0,32,336,0,0,0.4,1,0.5,1,1,1,1
2718,2,1,35,306,0,0,0,1,0.3,1,0,0,1
2719,2,0,23,167,0,0,0.08,1,0.4,1,0,0,1
2720,3,0,41,10,0,0,0.08,0,0.1,0,0,1,0
2721,6,0,25,28,1,0,1,1,1,1,1,1,1
2722,3,0,35,15,0,1,0.96,1,0.9,0,1,0,0
2723,2,0,25,89,0,0,0.32,1,0.6,1,1,1,1
2724,1,0,69,129,0,0,0.48,1,0.2,1,0,0,1
2728,4,0,24,45,0,0,0,0,0.3,0,0,1,0
2730,2,0,21,186,0,0,0.24,1,0.6,1,1,1,1
2731,3,0,28,190,0,0,0,1,0.4,0,0,1,0
2732,2,0,47,275,0,0,1,1,0.7,1,1,1,1
2733,6,0,59,297,0,0,0.08,1,0.1,0,0,1,0
2735,2,0,29,268,0,1,1,1,1,1,1,1,1
2736,1,0,36,190,0,0,1,1,0.4,1,0,0,1
2737,2,0,26,126,0,0,0.72,1,0.8,1,1,1,1
2738,6,0,31,426,0,0,0,0,0.1,0,0,1,0
2740,2,0,32,190,0,0,0.64,1,0.3,1,0,0,1
2742,1,1,27,28,0,0,0.24,1,0.7,1,1,1,1
2745,1,0,28,108,0,0,0,1,0.7,0,1,0,0
2746,1,0,48,128,0,0,0.08,0,0.1,1,0,0,1
2747,1,0,23,28,0,0,0.16,1,0.7,1,1,1,1
2748,1,0,44,45,0,0,0,0,0.1,0,0,1,0
2749,2,0,42,127,0,0,0.56,0,0.5,0,1,0,0
2750,2,0,39,190,0,0,0.4,1,0.7,0,1,0,0
2751,3,1,46,190,0,0,0.16,1,0.1,0,0,1,0
2752,1,0,55,45,0,0,0,0,0.5,0,1,0,0
2753,2,0,27,61,0,0,0.4,1,0.9,1,1,1,1
2754,1,1,31,45,0,0,0,0,0.9,0,1,0,0
2758,2,0,25,271,0,0,0,1,0.2,0,0,1,0
2759,1,0,32,334,0,0,0.48,0,0.7,0,1,0,0
2760,2,0,36,129,0,0,0.16,1,0.5,0,1,0,0
2762,2,0,21,28,0,0,0.24,1,0.7,1,1,1,1
2764,1,0,39,128,0,0,0.16,0,0.4,0,0,1,0
2765,2,1,26,45,0,0,0,0,0.2,0,0,1,0
2766,2,0,28,190,0,0,0.64,1,0.8,1,1,1,1
2767,1,0,67,334,0,0,0.16,0,0.1,1,0,0,1
2770,6,1,22,10,0,0,0,1,0.4,0,0,1,0
2771,1,0,37,128,0,0,0.24,0,0.1,0,0,1,0
2772,2,0,23,92,0,0,0.16,0,0.8,1,1,1,1
2773,2,1,49,45,0,0,1,0,0.7,1,1,1,1
2775,1,0,32,393,0,0,0.72,0,0.7,1,1,1,1
2776,1,0,41,45,0,0,0.72,0,0.6,0,1,0,0
2777,2,0,25,45,0,0,0.08,0,0.3,0,0,1,0
2779,1,1,57,49,0,0,0.24,1,0.1,0,0,1,0
2780,1,0,58,45,0,0,0,0,0.1,0,0,1,0
2782,2,0,44,45,1,0,1,0,0.9,1,1,1,1
2786,2,0,28,13,0,0,0.08,1,0.4,0,0,1,0
2787,2,1,39,190,0,0,0,1,0.5,1,1,1,1
2788,1,0,54,6,0,0,0,1,0.1,0,0,1,0
2789,3,0,21,45,0,0,0,0,0.4,1,0,0,1
2790,1,0,43,134,0,0,0,0,0.4,0,0,1,0
2792,2,0,31,45,0,0,0.4,0,1,0,1,0,0
2793,2,0,30,246,1,1,0.88,1,1,0,1,0,0
2794,1,0,27,45,0,1,0.32,0,0.4,1,0,0,1
2797,2,0,28,45,0,0,0,0,0.2,1,0,0,1
2800,2,0,24,286,0,0,0,0,0.7,0,1,0,0
2802,1,0,43,374,0,0,0,0,0.1,0,0,1,0
2804,2,0,44,128,0,0,0.8,0,0.4,1,0,0,1
2805,2,0,51,28,0,0,0.32,1,0.7,0,1,0,0
2807,3,0,24,364,0,0,0.88,1,1,1,1,1,1
2808,2,0,31,38,0,0,0.08,1,0.3,0,0,1,0
2809,2,0,23,246,0,0,0,1,0.3,0,0,1,0
2813,2,0,26,328,1,1,0.64,0,1,1,1,1,1
2814,1,0,36,423,0,0,0.4,0,0.3,1,0,0,1
2817,1,0,27,28,0,0,0.08,1,0.9,0,1,0,0
2819,2,0,24,166,0,0,0,1,1,1,1,1,1
2820,1,0,66,45,0,0,0,0,0.1,0,0,1,0
2821,1,1,36,306,0,0,0.24,1,0.4,0,0,1,0
2824,3,0,53,175,0,0,0.72,1,0.8,1,1,1,1
2825,1,0,23,306,0,0,0.08,1,0.3,1,0,0,1
2828,2,1,22,45,0,0,0,0,0.7,1,1,1,1
2829,3,0,25,90,0,0,0.08,1,0.3,0,0,1,0
2830,2,0,56,306,0,0,0.32,1,0.1,0,0,1,0
2834,5,0,29,306,0,0,0.08,1,0.2,0,0,1,0
2835,1,0,29,28,0,0,0.8,1,0.6,1,1,1,1
2836,4,0,51,28,0,0,0.08,1,0.1,1,0,0,1
2837,2,1,58,28,0,0,0.24,0,0.1,0,0,1,0
2841,1,0,24,133,0,1,0.24,0,0.5,0,1,0,0
2842,2,0,22,59,0,0,0,1,0.3,1,0,0,1
2843,1,0,39,45,0,0,0,0,0.1,0,0,1,0
2844,3,0,20,246,0,0,0.24,1,1,1,1,1,1
2845,1,0,46,28,0,0,0.8,1,0.7,1,1,1,1
2846,1,0,38,317,0,0,0.08,1,0.1,1,0,0,1
2848,1,0,23,425,0,0,0,0,0.8,1,1,1,1
2851,6,0,39,65,0,0,0.48,1,0.5,0,1,0,0
2852,2,0,25,168,0,0,0,1,0.8,0,1,0,0
2854,2,0,31,129,0,0,1,1,0.9,1,1,1,1
2855,2,1,25,45,0,0,0.08,0,0.3,1,0,0,1
2856,2,0,26,28,0,0,0.48,1,0.6,0,1,0,0
2857,2,0,25,292,0,0,0.16,1,0.9,0,1,0,0
2859,1,0,37,129,0,0,0.88,1,0.8,1,1,1,1
2860,2,0,36,190,0,0,0,1,0.1,0,0,1,0
2862,2,0,26,246,0,0,0.08,1,0.6,1,1,1,1
2863,6,0,21,190,0,1,0.24,1,0.2,1,0,0,1
2864,2,0,35,336,0,0,0.56,1,0.4,1,0,0,1
2865,2,0,22,89,0,0,0.16,1,0.4,1,0,0,1
2867,1,0,25,18,0,0,0,1,0.2,0,0,1,0
2868,1,0,24,88,0,0,0,0,0.7,0,1,0,0
2869,3,0,36,239,0,0,0,0,0.1,0,0,1,0
2870,2,0,24,374,0,0,0.16,0,0.7,1,1,1,1
2871,2,0,21,190,0,0,0,1,0.9,1,1,1,1
2873,1,0,32,306,1,0,1,1,0.9,1,1,1,1
2874,2,0,33,45,0,0,0.16,0,0.2,1,0,0,1
2875,2,0,33,306,0,0,0.8,1,0.9,1,1,1,1
2876,2,1,23,28,0,0,0.32,0,0.8,1,1,1,1
2879,1,0,29,134,0,0,0,0,0.3,0,0,1,0
2880,1,0,50,137,0,0,0.64,1,0.3,0,0,1,0
2882,1,0,32,28,0,0,0.4,1,0.5,1,1,1,1
2883,2,0,33,129,0,0,1,1,0.8,1,1,1,1
2885,2,0,37,6,0,1,1,1,0.8,1,1,1,1
2886,2,0,27,65,0,0,0.72,1,0.7,1,1,1,1
2887,2,0,27,45,0,0,0,0,0.1,0,0,1,0
2890,2,1,52,175,0,0,1,1,0.7,1,1,1,1
2891,3,0,21,283,0,0,0.08,0,0.5,1,1,1,1
2892,2,0,58,28,0,0,0.08,1,0.1,0,0,1,0
2893,2,0,27,108,0,0,0.32,1,0.8,0,1,0,0
2896,2,0,28,17,0,0,0.4,1,0.4,1,0,0,1
2897,1,0,28,306,0,0,0.08,1,0.7,1,1,1,1
2898,1,1,31,45,0,0,0,0,0.3,0,0,1,0
2899,1,0,30,28,0,1,0.88,1,0.9,1,1,1,1
2900,2,0,24,28,0,0,0.24,0,0.7,0,1,0,0
2901,2,0,26,303,0,0,0.48,1,0.9,1,1,1,1
2902,1,0,43,135,0,0,0,0,0.1,0,0,1,0
2903,2,0,31,89,0,0,0.16,1,0.1,1,0,0,1
2907,2,0,22,167,0,0,0.24,1,0.6,1,1,1,1
2908,2,0,23,65,0,0,0,1,0.5,0,1,0,0
2910,1,0,42,128,0,0,0,0,0.4,0,0,1,0
2911,2,0,34,28,0,0,0,0,0.2,1,0,0,1
2913,2,0,30,45,0,1,1,0,1,0,1,0,0
2914,2,0,29,159,0,0,0.08,1,0.9,0,1,0,0
2915,1,0,38,28,0,0,0.16,1,0.4,1,0,0,1
2917,1,0,26,243,0,0,0.24,0,0.4,0,0,1,0
2918,3,1,25,28,0,0,0.32,1,0.6,1,1,1,1
2922,2,0,51,127,0,0,0.4,0,0.7,0,1,0,0
2923,6,0,36,45,0,0,0,0,0.1,0,0,1,0
2925,3,0,62,45,0,0,0,0,0.1,0,0,1,0
2926,2,0,23,186,0,0,0,1,0.3,1,0,0,1
2927,2,0,34,28,0,0,0.56,1,0.5,1,1,1,1
2928,2,0,35,427,0,0,0.08,0,0.2,0,0,1,0
2929,1,0,22,280,0,0,0,1,0.3,0,0,1,0
2930,2,0,29,31,0,0,0.8,0,1,1,1,1,1
2931,2,0,40,371,0,0,0,1,0.2,0,0,1,0
2932,2,0,36,306,0,0,0.16,1,0.2,0,0,1,0
2933,2,0,26,28,0,0,0.64,1,0.8,1,1,1,1
2934,2,0,25,64,0,0,0.08,1,0.3,1,0,0,1
2935,1,0,69,133,0,0,0,0,0.1,0,0,1,0
2936,2,0,27,190,0,1,0.08,1,0.4,0,0,1,0
2937,1,0,20,190,0,0,0,1,0.5,1,1,1,1
2938,2,0,27,383,0,0,0.08,1,0.1,0,0,1,0
2939,2,1,24,28,0,0,0.48,0,0.6,0,1,0,0
2943,1,0,42,16,0,0,0,1,0.1,0,0,1,0
2946,1,0,25,58,0,0,0.08,1,0.3,0,0,1,0
2949,1,0,46,28,0,0,0.08,1,0.1,1,0,0,1
2951,2,0,25,418,0,0,0,1,0.4,0,0,1,0
2952,2,0,22,246,0,0,0,1,0.3,0,0,1,0
2954,1,0,21,64,0,0,0,1,0.4,0,0,1,0
2955,2,0,30,45,0,0,0.08,0,0.2,0,0,1,0
2956,1,0,46,45,0,0,0.72,0,0.5,0,1,0,0
2959,2,0,26,45,0,0,0.16,0,0.7,0,1,0,0
2961,2,0,33,28,0,0,0,1,0.5,1,1,1,1
2962,2,0,40,45,0,0,0.08,0,0.1,0,0,1,0
2963,1,0,34,306,0,0,0,1,0.4,0,0,1,0
2964,1,0,22,190,0,0,0.08,1,0.2,1,0,0,1
2965,3,0,28,28,0,0,0.24,0,0.5,0,1,0,0
2968,2,0,31,31,0,0,0.32,0,0.3,1,0,0,1
2969,1,0,59,128,0,0,0.24,0,0.1,1,0,0,1
2970,5,0,37,9,0,0,0,1,0.2,0,0,1,0
2972,2,0,50,21,0,0,0,1,0.1,0,0,1,0
2973,6,1,21,229,0,0,0.16,1,0.4,1,0,0,1
2974,2,0,57,170,0,0,0.64,1,0.5,1,1,1,1
2976,2,0,31,31,0,0,0.4,0,0.5,0,1,0,0
2977,2,1,51,45,0,0,0.08,0,0.7,0,1,0,0
2979,2,0,44,190,0,0,0.72,1,0.8,0,1,0,0
2982,2,0,48,306,0,0,0.4,1,0.9,1,1,1,1
2983,1,1,25,190,0,0,0,1,0.4,0,0,1,0
2984,2,0,51,28,0,0,0.4,0,0.3,0,0,1,0
2985,1,0,50,28,0,0,0,1,0.1,1,0,0,1
2988,1,0,57,28,0,0,0.16,1,0.1,0,0,1,0
2990,1,0,55,130,0,0,0,0,0.1,0,0,1,0
2991,2,0,59,306,0,0,0.32,1,0.3,1,0,0,1
2992,2,1,42,10,0,0,0,1,0.1,0,0,1,0
2993,3,0,20,28,1,0,0.16,1,0.8,1,1,1,1
2995,2,0,58,175,0,0,1,1,0.9,0,1,0,0
2996,6,0,21,329,0,0,0,1,0.4,0,0,1,0
2997,2,0,32,175,0,0,1,1,0.9,1,1,1,1
2998,3,1,24,45,0,0,0,0,0.4,0,0,1,0
3003,2,0,42,379,0,0,0.08,1,0.4,0,0,1,0
3004,2,0,29,28,0,0,0.64,1,0.8,1,1,1,1
3005,2,0,21,28,0,0,0.08,1,0.6,0,1,0,0
3008,1,0,31,133,0,0,0.08,0,0.2,1,0,0,1
3009,3,0,56,127,0,0,0.64,0,0.4,0,0,1,0
3010,1,0,58,132,0,0,0,0,0.1,0,0,1,0
3014,2,0,22,246,0,0,0.08,1,0.7,1,1,1,1
3015,1,0,46,45,0,0,0.08,0,0.1,1,0,0,1
3019,1,0,50,45,0,0,0,0,0.2,1,0,0,1
3020,2,0,46,190,0,0,0.16,1,0.9,0,1,0,0
3021,2,1,44,306,0,1,0.88,1,0.8,1,1,1,1
3022,2,0,35,45,0,0,0.32,0,0.5,0,1,0,0
3023,2,0,30,186,0,1,1,1,0.9,1,1,1,1
3025,2,0,42,306,0,0,0.16,1,0.5,0,1,0,0
3027,2,0,46,186,0,0,0.4,1,0.1,1,0,0,1
3029,2,0,42,268,0,0,0,1,1,1,1,1,1
3030,2,0,37,28,0,0,0.96,1,0.3,0,0,1,0
